Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
JOAVGUST,Netkel-BAD,Netkel,508231387,MLA28679253,https://www.mercadolibre.com.ar/p/MLA28679253,AUTOMOTIVE_TIRES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_892094-MLA99358686028_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:29:26,,,,
JOAVGUST,Netkel-BAD,Netkel,508231388,MLA28679253,https://www.mercadolibre.com.ar/p/MLA28679253,AUTOMOTIVE_TIRES,title,UPDATE,,Neumatico 195/60r16 Bridgestone Turanza Er300 89h,Neumático 195/60R16 Bridgestone Turanza ER300 89H en 12 cuotas sin interés,,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:29:27,,,,
JOAVGUST,Netkel-BAD,Netkel,508231389,MLA28679253,https://www.mercadolibre.com.ar/p/MLA28679253,AUTOMOTIVE_TIRES,description,UPDATE,,"Neumático Bridgestone 195/60r16 Turanza Er300 89h,  Este modelo TURANZAER300 ofrece un desempeño de lujo con una marcha silenciosa y cómoda. Es confiable tanto en condiciones de mojado como de seco, y tiene una vida útil prolongada, siendo apto para todas las estaciones del año.

El Turanza ER300 ha sido diseñado para combinar una buena apariencia con maniobrabilidad, confort y bajos niveles de ruido. Provee tracción sobre superficies secas o mojadas gracias a su diseño simétrico con grandes bloques rectangulares que garantizan un comportamiento preciso. Sus canales circunferenciales amplios y ranuras laterales se encargan de evacuar el agua del área de contacto, aumentando la tracción sobre superficies mojadas y reduciendo el riesgo de hidroplaneo.

Este producto solo incluye el neumático, las imágenes son a modo ilustrativo y no incluyen llanta/s.","Neumático Bridgestone 195/60r16 Turanza Er300 89h,  Este modelo TURANZAER300 ofrece un desempeño de lujo con una marcha silenciosa y cómoda. Es confiable tanto en condiciones de mojado como de seco, y tiene una vida útil prolongada, siendo apto para todas las estaciones del año.

El Turanza ER300 ha sido diseñado para combinar una buena apariencia con maniobrabilidad, confort y bajos niveles de ruido. Provee tracción sobre superficies secas o mojadas gracias a su diseño simétrico con grandes bloques rectangulares que garantizan un comportamiento preciso. Sus canales circunferenciales amplios y ranuras laterales se encargan de evacuar el agua del área de contacto, aumentando la tracción sobre superficies mojadas y reduciendo el riesgo de hidroplaneo.

Además, es un neumático direccional para optimizar el desempeño según el sentido de giro. Este producto solo incluye el neumático, las imágenes son a modo ilustrativo y no incluyen llanta/s.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:29:28,,,,
JOAVGUST,Netkel-BAD,Netkel,508231390,MLA28679253,https://www.mercadolibre.com.ar/p/MLA28679253,AUTOMOTIVE_TIRES,main_features,ADD,,,Diámetro exterior: 640 mm,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:29:28,,,,
ZOGRAZIA,Netkel-ACB,Netkel,340781088,MLA22804171,https://www.mercadolibre.com.ar/p/MLA22804171,HEADBOARDS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_912615-MLA92845965829_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:29:33,,,,
ZOGRAZIA,Netkel-ACB,Netkel,990626745,MLA22804171,https://www.mercadolibre.com.ar/p/MLA22804171,HEADBOARDS,main_features,ADD,,,"Disponible en Olmo Everest, Nogal/Negro, Nevado/Everest, Olmo/Gris",,RECHAZO,APROBACION,NO,E-MUL,,NO,,15/05/2026 10:29:33,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
AGLUGONE,Netkel-AHM,Netkel,360472583,MLA32024819,https://www.mercadolibre.com.ar/p/MLA32024819,VIOLINS,attribute,UPDATE,COLOR,Brillante,Marrón,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se marca como NCP porque el producto que existe en el catálogo con estas caracteristicas contine diferentes accesorios, por lo que no se considera el mismo producto",15/05/2026 10:29:52,OK,NOT OK,Se ven los mismos accesorios en este id 47131202,ext_mamincz
AGLUGONE,Netkel-AHM,Netkel,360472584,MLA32024819,https://www.mercadolibre.com.ar/p/MLA32024819,VIOLINS,attribute,UPDATE,BODY_FINISH,Brillante,Brillante/Mate,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se marca como NCP porque el producto que existe en el catálogo con estas caracteristicas contine diferentes accesorios, por lo que no se considera el mismo producto",15/05/2026 10:29:52,OK,NOT OK,Se ven los mismos accesorios en este id 47131203,ext_mamincz
AGLUGONE,Netkel-AHM,Netkel,360472585,MLA32024819,https://www.mercadolibre.com.ar/p/MLA32024819,VIOLINS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_790658-MLA95611723383_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se marca como NCP porque el producto que existe en el catálogo con estas caracteristicas contine diferentes accesorios, por lo que no se considera el mismo producto",15/05/2026 10:29:52,OK,NOT OK,Se ven los mismos accesorios en este id 47131204,ext_mamincz
AGLUGONE,Netkel-AHM,Netkel,360472586,MLA32024819,https://www.mercadolibre.com.ar/p/MLA32024819,VIOLINS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_938039-MLA83068394203_032025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se marca como NCP porque el producto que existe en el catálogo con estas caracteristicas contine diferentes accesorios, por lo que no se considera el mismo producto",15/05/2026 10:29:52,OK,NOT OK,Se ven los mismos accesorios en este id 47131205,ext_mamincz
AGLUGONE,Netkel-AHM,Netkel,360472587,MLA32024819,https://www.mercadolibre.com.ar/p/MLA32024819,VIOLINS,title,UPDATE,,Violin Natural Lincoln Lsv001 4/4 C/ Estuche Color Brillante,Violin Natural Lincoln Lsv001 4/4 C/ Estuche Color Marrón Brillante/Mate,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se marca como NCP porque el producto que existe en el catálogo con estas caracteristicas contine diferentes accesorios, por lo que no se considera el mismo producto",15/05/2026 10:29:53,OK,NOT OK,Se ven los mismos accesorios en este id 47131206,ext_mamincz
JOASTORI,Netkel-ABC,Netkel,546129354,MLA16996582,https://www.mercadolibre.com.ar/p/MLA16996582,PERFUMES,image,ADD,,,,https://drive.google.com/file/d/1-2GUBee6WTUViprbPDUul6ZBrLzjM6hM/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:30:02,,,,
JOASTORI,Netkel-ABC,Netkel,546129355,MLA16996582,https://www.mercadolibre.com.ar/p/MLA16996582,PERFUMES,attribute,UPDATE,OLFACTORY_NOTES,"Acuoso, Almizcle, Almizcle mineral, Ambroxan, Azafrán, Bergamota, Bergamota de Calabria, Cítrico, Haba tonka, Hoja de higuera, Hoja de violeta, Incienso, Madera de papiro, Pachuli, Papiro de Egipto, Pimienta negra, Pomelo, Tierra","Acuoso, Almizcle, Almizcle mineral, Ambroxan, Azafrán, Bergamota, Bergamota de Calabria, Cítrico, Haba tonka, Hoja de higuera, Hoja de violeta, Incienso, Madera de papiro, Pachuli, Papiro de Egipto, Pimienta negra, Pomelo",,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:30:03,NOT OK,OK,"Por criterio de coherencia y consistencia, aprobaría el cambio ya que es un family que no se debe validar y el cambio es coherente",ext_vitofalo
JOASTORI,Netkel-ABC,Netkel,916033633,MLA16996582,https://www.mercadolibre.com.ar/p/MLA16996582,PERFUMES,attribute,UPDATE,UNIT_VOLUME,200 mL,2016,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:30:03,,,,
OLA,Netkel-ASL,Netkel,194058316,MLA22556907,https://www.mercadolibre.com.ar/p/MLA22556907,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,UNIT_VOLUME,4 L,10 L,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,22556814,15/05/2026 10:30:12,,,,
OLA,Netkel-ASL,Netkel,194058317,MLA22556907,https://www.mercadolibre.com.ar/p/MLA22556907,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_699051-MLA50159209781_062022-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,22556814,15/05/2026 10:30:13,,,,
OLA,Netkel-ASL,Netkel,194058318,MLA22556907,https://www.mercadolibre.com.ar/p/MLA22556907,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_996586-MLA92734010439_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,22556814,15/05/2026 10:30:14,,,,
OLA,Netkel-ASL,Netkel,194058319,MLA22556907,https://www.mercadolibre.com.ar/p/MLA22556907,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,title,UPDATE,,Performance látex interior mate Antibacterial 4L Casablanca color blanco,Performance látex interior mate Antibacterial 10L Casablanca color blanco,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,22556814,15/05/2026 10:30:14,,,,
OLA,Netkel-ASL,Netkel,194058320,MLA22556907,https://www.mercadolibre.com.ar/p/MLA22556907,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,description,UPDATE,,"Látex Interior Mate Antibacter 4 Lt Casablanca

*Antibacterial
*Lavable
*Resistente a hongos y moho
*Reduce el 99,9% de germenes y bacterias por 2 años

Látex para paredes interiores con excepcional capacidad de cobertura y gran resistencia a los lavados. Su acabado mate asegura una terminación de calidad con mínimo salpicado.

Adecuado para aplicar en paredes de yeso, revoque, hormigón, ladrillos, bloques, paneles pre-construidos, entre otros.

Los productos están en constante actualización para incorporar avances tecnológicos. Por lo tanto, las características pueden cambiar.

Las imágenes son ilustrativas.","Látex Interior Mate Antibacter 10 Lt Casablanca color blanco. Antibacterial, lavable y resistente a hongos y moho, reduce el 99,9% de gérmenes y bacterias por 2 años. Ideal para paredes interiores por su gran poder cubritivo y excelente resistencia a los lavados, con acabado mate y mínimo salpicado. Apto para yeso, revoque, hormigón, ladrillos, bloques y paneles pre-construidos, entre otros.",,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,22556814,15/05/2026 10:30:15,,,,
FLTANGOR,Netkel-AQD,Netkel,518740692,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_988226-MLA93084339872_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-IPDP,NO,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:18,OK,NOT OK,,ext_vitofalo
FLTANGOR,Netkel-AQD,Netkel,518740693,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,attribute,UPDATE,INK_COLOR,Negro,1 mm,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:18,,,,
FLTANGOR,Netkel-AQD,Netkel,518740694,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,description,UPDATE,,"-Bolígrafo Parker con acabados en negro amatista púrpura y anillo de acentos

-El bolígrafo de lujo cuenta con un diseño moderno y elegante, ideal para jóvenes profesionales y entornos laborales

-Los exclusivos adornos de PVD ofrecen una resistencia superior al desgaste y a la corrosión, además de un aspecto distintivo

-La punta de bolígrafo de acción de clic y la tinta confiable Quinkflow proporcionan líneas suaves y consistentes en cualquier lugar que escribas

-Presentado en una caja de Parker con recargas, es una opción sofisticada para jóvenes profesionales.","-Bolígrafo Parker con acabados en negro amatista púrpura y anillo de acentos

-El bolígrafo de lujo cuenta con un diseño moderno y elegante, ideal para jóvenes profesionales y entornos laborales

-Los exclusivos adornos de PVD ofrecen una resistencia superior al desgaste y a la corrosión, además de un aspecto distintivo

-La punta de bolígrafo de acción de clic y la tinta confiable Quinkflow proporcionan líneas suaves y consistentes en cualquier lugar que escribas

-Presentado en una caja de Parker con recargas, es una opción sofisticada para jóvenes profesionales. Cuenta con trazo medio de 1 mm para una escritura equilibrada.",,APROBACION,APROBACION,SÍ,,,SÍ,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:18,,,,
FLTANGOR,Netkel-AQD,Netkel,518740695,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,main_features,ADD,,,Material: plástico.,,APROBACION,RECHAZO,NO,,E-REL,NO,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:18,OK,NOT OK,,ext_vitofalo
FLTANGOR,Netkel-AQD,Netkel,518740696,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,title,UPDATE,,Bolígrafo Esfero Parker IM Professionals Vibrant Rings Unidad A Color De La Tinta Negro Color Del Exterior Morado,Bolígrafo Esfero Parker IM Professionals Vibrant Rings Unidad A Color De La Tinta Negro Color Del Exterior Morado Línea Original Caja Trazo 1 mm,,APROBACION,RECHAZO,NO,,E-DP,NO,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:19,NOT OK,OK,"No se deberian aceptar palabras como ""original"" en ninguna sección de la PDP",ext_vitofalo
FLTANGOR,Netkel-AQD,Netkel,920798624,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,image,ADD,,,,https://drive.google.com/file/d/1zSRmS4LtZH24SxBqdnRT7FDI-ocfOSaI/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:19,,,,
FLTANGOR,Netkel-AQD,Netkel,920798626,MLA25821361,https://www.mercadolibre.com.ar/p/MLA25821361,PENS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_988226-MLA93084339872_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_938104-MLA100055795895_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_707995-MLA99570919754_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_968176-MLA93084388888_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_714215-MLA93084418684_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_888965-MLA93500428401_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_606618-MLA98228397439_112025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_606618-MLA98228397439_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_988226-MLA93084339872_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_938104-MLA100055795895_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_707995-MLA99570919754_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_968176-MLA93084388888_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_714215-MLA93084418684_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_888965-MLA93500428401_092025-F.jpg,,RECHAZO,RECHAZO,SÍ,E-FI,E-FI,SÍ,No se aceptan los cambios dado que no corresponde. Solo se acepta el cambio en la descripcion dado que aporta valor,15/05/2026 10:30:19,,,,
HERNFLOR,Netkel-ARM,Netkel,591494788,MLA36276418,https://www.mercadolibre.com.ar/p/MLA36276418,SLEEPING_BAGS,attribute,UPDATE,COLOR,Azul,Verde Lima,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:30:21,,,,
HERNFLOR,Netkel-ARM,Netkel,591494789,MLA36276418,https://www.mercadolibre.com.ar/p/MLA36276418,SLEEPING_BAGS,attribute,UPDATE,GENDER,Sin género,Unisex Pro,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:30:21,,,,
HERNFLOR,Netkel-ARM,Netkel,591494790,MLA36276418,https://www.mercadolibre.com.ar/p/MLA36276418,SLEEPING_BAGS,title,UPDATE,,Bolsa de Dormir Momia Spinit Cumbres -5°C Individual Resistente Agua Azul,Bolsa de Dormir Momia Spinit Cumbres -5°C Individual Resistente Agua Verde Lima Unisex Pro,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:30:21,,,,
JOASTORI,Netkel-ABF,Netkel,470574014,MLA59570868,https://www.mercadolibre.com.ar/p/MLA59570868,HARD_DRIVES_AND_SSDS_ENCLOSURES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_944771-MLA89302849890_082025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:30:34,,,,
JOAVGUST,Netkel-AZZ,Netkel,131376649,MLA69173322,https://www.mercadolibre.com.ar/p/MLA69173322,BABY_CLOTHING_SETS,image,ADD,,,,https://drive.google.com/file/d/102lonQv7ucUEJ5hWu44Zn8z5UrvA8GB_/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:30:43,,,,
JOAVGUST,Netkel-AZZ,Netkel,131376650,MLA69173322,https://www.mercadolibre.com.ar/p/MLA69173322,BABY_CLOTHING_SETS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_646594-MLA111232410703_052026-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:30:44,,,,
JOAVGUST,Netkel-AZZ,Netkel,131376651,MLA69173322,https://www.mercadolibre.com.ar/p/MLA69173322,BABY_CLOTHING_SETS,attribute,UPDATE,SIZE,TALLA 2,TALLA,,RECHAZO,RECHAZO,SÍ,E-REL,E-REL,SÍ,,15/05/2026 10:30:44,,,,
ZOGRAZIA,Netkel-ACC,Netkel,990626742,MLA60223582,https://www.mercadolibre.com.ar/p/MLA60223582,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_614063-MLA92845807081_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 10:30:54,,,,
ZOGRAZIA,Netkel-ACC,Netkel,990626743,MLA60223582,https://www.mercadolibre.com.ar/p/MLA60223582,SNEAKERS,title,UPDATE,,Zapatillas Hombre Salomon - X Ultra 360 - Trekking,Zapatillas Hombre Salomon X Ultra 360 Trekking con envío gratis y 12 cuotas sin interés,,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:30:54,,,,
DAIPEREY,Netkel-BBW,Netkel,316894903,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,image,ADD,,,,https://drive.google.com/file/d/13Ypsm96diUQre7kwq4m7hVrvybxRKSX6/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:31:03,,,,
DAIPEREY,Netkel-BBW,Netkel,316894904,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,title,UPDATE,,Cartuchera 1 Piso Desplegable Multiscope Keep Out Color Amarillo,Cartuchera 1 Piso Desplegable Multiscope Keep Out Color Amarillo con envío gratis,,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:31:03,,,,
DAIPEREY,Netkel-BBW,Netkel,316894905,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,description,UPDATE,,"La Cartuchera 1 Piso Desplegable Multiscope Keep Out es la solución perfecta para mantener organizados tus útiles escolares. Con un diseño compacto y funcional, sus medidas de 20 x 15 x 5 cm la hacen ideal para llevar en mochilas o maletines. Fabricada en materiales de alta calidad como poliéster y PVC, garantiza durabilidad y resistencia al uso diario. Este modelo, el 5032-08, cuenta con un compartimento transparente que permite visualizar fácilmente el contenido. Además, incluye 10 elásticos para lápices, asegurando que tus herramientas de escritura estén siempre a mano, y 3 elásticos más grandes en la solapa, perfectos para artículos adicionales. Su capacidad para almacenar hasta 12 lápices la convierte en una opción versátil y práctica. Con su diseño extensible, podrás adaptarla a tus necesidades, manteniendo todo en orden y al alcance. Ideal para estudiantes y profesionales que buscan funcionalidad y estilo en un solo producto.","La Cartuchera 1 Piso Desplegable Multiscope Keep Out es la solución perfecta para mantener organizados tus útiles escolares. Con un diseño compacto y funcional, sus medidas de 20 x 15 x 5 cm la hacen ideal para llevar en mochilas o maletines. Fabricada en materiales de alta calidad como poliéster y PVC, garantiza durabilidad y resistencia al uso diario. Este modelo, el 5032-08, cuenta con un compartimento transparente que permite visualizar fácilmente el contenido. Además, incluye 10 elásticos para lápices, asegurando que tus herramientas de escritura estén siempre a mano, y 3 elásticos más grandes en la solapa, perfectos para artículos adicionales. Su capacidad para almacenar hasta 12 lápices la convierte en una opción versátil y práctica, aunque puede llegar a guardar hasta 24 lápices según necesidad. Con su diseño extensible, podrás adaptarla a tus necesidades, manteniendo todo en orden y al alcance. Ideal para estudiantes y profesionales que buscan funcionalidad y estilo en un solo producto.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:04,,,,
DAIPEREY,Netkel-BBW,Netkel,316894906,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,main_features,ADD,,,1 compartimento para organizar tus útiles,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:05,,,,
DAIPEREY,Netkel-BBW,Netkel,948923181,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_753939-MLU78218662950_082024-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:31:06,,,,
DAIPEREY,Netkel-BBW,Netkel,948923182,MLA45482188,https://www.mercadolibre.com.ar/p/MLA45482188,PENCIL_CASES,main_features,ADD,,,Disponible en Negro y amarillo fluo,,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:31:07,,,,
FLAGUSTI,Netkel-AFZ,Netkel,448354409,MLA36752265,https://www.mercadolibre.com.ar/p/MLA36752265,INK_CARTRIDGES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_740116-MLA99962928769_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 10:31:50,,,,
FLAGUSTI,Netkel-AFZ,Netkel,448354410,MLA36752265,https://www.mercadolibre.com.ar/p/MLA36752265,INK_CARTRIDGES,title,UPDATE,,Cartucho de tinta HP 664 Color de 2 ml,Cartucho de tinta HP 664 Color de 2 ml - LIBRERIABELGRANO,,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:31:50,,,,
